"netustm","gender","age","married","urban","native","edulevel","paidwork","happy","household","cntry"
120,"male",36,"not married","urban","non-native","Erhvervsuddannelse",1,9,5,"NO"
30,"female",76,"not married","urban","native","Lang videregående",0,8,1,"NO"
300,"female",60,"married","rural","native","Lang videregående",1,10,3,"NO"
60,"female",48,"not married","rural","native","Kort/Mellemlang videregående",1,7,4,"NO"
30,"female",58,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
570,"female",32,"married","rural","native","Kort/Mellemlang videregående",1,9,4,"NO"
480,"male",51,"not married","rural","native","Kort/Mellemlang videregående",1,9,4,"NO"
120,"female",61,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"NO"
NA,"female",78,"not married","urban","native","Gymnasium",0,7,3,"NO"
600,"female",34,"not married","urban","native","Lang videregående",1,8,2,"NO"
420,"female",45,"not married","urban","non-native","Lang videregående",1,9,3,"NO"
600,"female",38,"not married","urban","native","Kort/Mellemlang videregående",1,8,4,"NO"
480,"male",47,"not married","rural","native","Erhvervsuddannelse",1,5,1,"NO"
NA,"male",58,"not married","rural","native","Erhvervsuddannelse",1,10,1,"NO"
180,"female",53,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
210,"female",21,"not married","rural","native","Gymnasium",0,5,4,"NO"
480,"male",43,"not married","rural","native","Kort/Mellemlang videregående",1,6,2,"NO"
120,"male",46,"married","rural","native","Erhvervsuddannelse",1,7,4,"NO"
180,"male",34,"married","rural","non-native","Erhvervsuddannelse",1,9,2,"NO"
NA,"female",44,"not married","rural","native","Gymnasium",0,9,2,"NO"
300,"female",21,"not married","urban","native","Erhvervsuddannelse",1,6,5,"NO"
60,"male",30,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
120,"male",66,"married","urban","native","Erhvervsuddannelse",1,5,2,"NO"
NA,"female",75,"not married","urban","native","Gymnasium",0,8,2,"NO"
120,"female",32,"married","rural","native","Kort/Mellemlang videregående",1,9,5,"NO"
480,"male",45,"married","urban","native","Lang videregående",1,7,4,"NO"
60,"female",33,"not married","rural","native","Lang videregående",1,9,4,"NO"
240,"male",27,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
780,"male",26,"not married","urban","native","Erhvervsuddannelse",1,7,1,"NO"
600,"male",50,"married","rural","native","Erhvervsuddannelse",1,10,5,"NO"
120,"female",27,"married","rural","non-native","Kort/Mellemlang videregående",1,8,3,"NO"
540,"male",17,"not married","rural","native","Erhvervsuddannelse",0,7,4,"NO"
330,"female",45,"married","urban","non-native","Kort/Mellemlang videregående",1,8,4,"NO"
300,"female",69,"not married","rural","native","Erhvervsuddannelse",0,8,1,"NO"
150,"female",48,"not married","urban","native","Lang videregående",1,4,2,"NO"
840,"male",42,"not married","urban","native","Lang videregående",1,10,5,"NO"
120,"male",48,"not married","urban","native","Erhvervsuddannelse",1,5,4,"NO"
480,"male",17,"not married","rural","native","Gymnasium",0,8,5,"NO"
120,"female",70,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"NO"
360,"male",26,"not married","rural","native","Erhvervsuddannelse",1,9,1,"NO"
540,"female",41,"married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
240,"female",24,"not married","rural","non-native","Erhvervsuddannelse",1,10,4,"NO"
90,"male",37,"not married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
900,"male",44,"not married","urban","native","Erhvervsuddannelse",0,1,1,"NO"
120,"female",46,"married","rural","native","Lang videregående",1,6,4,"NO"
300,"male",62,"married","rural","native","Lang videregående",1,3,2,"NO"
210,"male",73,"married","rural","native","Lang videregående",1,10,2,"NO"
480,"male",59,"not married","rural","native","Erhvervsuddannelse",1,2,1,"NO"
660,"female",36,"not married","urban","native","Lang videregående",1,7,2,"NO"
270,"male",57,"married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
480,"female",54,"married","rural","native","Gymnasium",1,9,3,"NO"
600,"male",30,"not married","urban","native","Lang videregående",1,8,1,"NO"
240,"male",32,"not married","urban","non-native","Erhvervsuddannelse",1,7,1,"NO"
150,"female",57,"married","urban","native","Lang videregående",1,8,3,"NO"
240,"male",40,"not married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
150,"male",58,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
NA,"male",56,"married","rural","native","Erhvervsuddannelse",0,8,3,"NO"
180,"male",25,"not married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
300,"male",77,"married","urban","non-native","Lang videregående",0,9,2,"NO"
90,"female",45,"married","rural","native","Kort/Mellemlang videregående",1,7,4,"NO"
600,"female",32,"not married","urban","native","Lang videregående",1,8,4,"NO"
960,"male",39,"not married","urban","native","Lang videregående",1,8,1,"NO"
300,"male",33,"not married","urban","native","Erhvervsuddannelse",1,9,4,"NO"
120,"female",39,"married","urban","non-native","Kort/Mellemlang videregående",0,6,4,"NO"
120,"female",45,"married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
NA,"male",50,"married","urban","native","Erhvervsuddannelse",1,6,2,"NO"
360,"male",19,"not married","rural","native","Erhvervsuddannelse",0,7,1,"NO"
480,"female",51,"married","urban","native","Lang videregående",1,7,2,"NO"
330,"male",28,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
360,"female",17,"not married","urban","native","Gymnasium",0,10,6,"NO"
270,"male",44,"married","urban","non-native","Erhvervsuddannelse",1,8,4,"NO"
60,"female",46,"married","urban","native","Kort/Mellemlang videregående",1,9,5,"NO"
300,"female",51,"married","rural","native","Lang videregående",1,6,2,"NO"
130,"male",86,"not married","rural","native","Erhvervsuddannelse",0,8,1,"NO"
240,"male",78,"married","rural","native","Kort/Mellemlang videregående",1,8,3,"NO"
600,"female",55,"not married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
240,"female",52,"married","urban","native","Kort/Mellemlang videregående",1,9,4,"NO"
240,"female",65,"not married","rural","native","Gymnasium",0,7,1,"NO"
180,"male",64,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"NO"
360,"male",17,"not married","urban","native","Gymnasium",1,6,4,"NO"
300,"male",39,"not married","urban","native","Erhvervsuddannelse",1,8,1,"NO"
300,"female",42,"married","urban","native","Lang videregående",1,9,3,"NO"
60,"female",62,"not married","rural","native","Lang videregående",1,7,2,"NO"
240,"male",37,"not married","rural","native","Erhvervsuddannelse",0,7,1,"NO"
120,"male",68,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
120,"female",73,"not married","rural","native","Erhvervsuddannelse",0,8,1,"NO"
300,"male",50,"married","rural","native","Lang videregående",1,9,4,"NO"
300,"female",37,"not married","rural","native","Erhvervsuddannelse",1,6,3,"NO"
480,"female",52,"married","urban","native","Erhvervsuddannelse",1,10,2,"NO"
120,"female",50,"married","urban","native","Lang videregående",1,10,4,"NO"
720,"female",57,"married","rural","native","Kort/Mellemlang videregående",1,10,4,"NO"
360,"male",40,"married","urban","native","Lang videregående",1,9,4,"NO"
60,"male",60,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
240,"female",48,"married","urban","native","Lang videregående",1,8,4,"NO"
960,"male",21,"not married","rural","native","Erhvervsuddannelse",1,6,1,"NO"
90,"male",52,"married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
600,"male",23,"not married","rural","native","Kort/Mellemlang videregående",0,5,2,"NO"
120,"male",51,"married","urban","non-native","Erhvervsuddannelse",1,9,4,"NO"
120,"male",17,"not married","rural","native","Gymnasium",0,9,4,"NO"
180,"female",53,"not married","urban","native","Kort/Mellemlang videregående",1,8,1,"NO"
60,"female",61,"married","rural","non-native","Kort/Mellemlang videregående",1,8,2,"NO"
660,"male",28,"not married","urban","native","Lang videregående",1,7,1,"NO"
660,"female",43,"not married","urban","native","Erhvervsuddannelse",1,8,3,"NO"
360,"male",23,"not married","rural","native","Erhvervsuddannelse",0,8,3,"NO"
480,"female",24,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"NO"
600,"female",55,"married","urban","native","Kort/Mellemlang videregående",1,7,3,"NO"
720,"female",36,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
720,"female",48,"married","rural","non-native","Lang videregående",1,8,4,"NO"
660,"male",55,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
NA,"male",84,"married","rural","native","Gymnasium",0,8,2,"NO"
720,"male",44,"not married","urban","native","Kort/Mellemlang videregående",1,5,1,"NO"
180,"male",47,"married","urban","native","Erhvervsuddannelse",1,9,4,"NO"
NA,"female",80,"not married","rural","native","Erhvervsuddannelse",0,10,1,"NO"
180,"male",42,"not married","urban","non-native","Gymnasium",0,4,2,"NO"
300,"female",41,"not married","urban","native","Lang videregående",1,9,4,"NO"
480,"male",68,"married","urban","native","Lang videregående",1,8,2,"NO"
480,"male",39,"married","rural","non-native","Lang videregående",1,5,3,"NO"
180,"female",55,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
600,"male",47,"not married","rural","native","Lang videregående",1,8,1,"NO"
540,"male",49,"not married","urban","native","Lang videregående",1,5,5,"NO"
300,"male",25,"not married","urban","non-native","Erhvervsuddannelse",1,5,4,"NO"
660,"male",52,"married","urban","native","Lang videregående",1,8,3,"NO"
600,"female",42,"not married","rural","native","Erhvervsuddannelse",0,9,4,"NO"
300,"male",19,"not married","urban","native","Erhvervsuddannelse",1,10,4,"NO"
600,"female",54,"married","rural","native","Erhvervsuddannelse",1,7,3,"NO"
510,"female",64,"married","urban","native","Erhvervsuddannelse",1,10,2,"NO"
360,"female",18,"not married","rural","native","Gymnasium",0,7,3,"NO"
180,"male",76,"married","urban","native","Lang videregående",0,8,2,"NO"
90,"female",77,"married","urban","native","Erhvervsuddannelse",0,10,2,"NO"
240,"female",36,"not married","rural","native","Kort/Mellemlang videregående",1,7,2,"NO"
180,"female",64,"married","rural","native","Lang videregående",0,9,2,"NO"
120,"male",70,"not married","urban","native","Erhvervsuddannelse",0,10,2,"NO"
420,"female",20,"not married","rural","native","Erhvervsuddannelse",1,2,4,"NO"
480,"male",34,"not married","urban","native","Kort/Mellemlang videregående",1,10,3,"NO"
720,"male",27,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
240,"female",55,"not married","urban","native","Erhvervsuddannelse",1,7,1,"NO"
30,"male",66,"married","rural","native","Kort/Mellemlang videregående",0,10,3,"NO"
180,"male",48,"not married","rural","native","Erhvervsuddannelse",1,6,2,"NO"
330,"male",17,"not married","rural","native","Gymnasium",0,7,1,"NO"
30,"male",70,"not married","rural","native","Gymnasium",0,10,2,"NO"
600,"female",52,"married","urban","native","Erhvervsuddannelse",1,9,3,"NO"
120,"female",41,"married","rural","native","Kort/Mellemlang videregående",1,7,3,"NO"
280,"female",59,"married","rural","native","Kort/Mellemlang videregående",0,6,3,"NO"
240,"male",69,"married","rural","native","Lang videregående",0,8,2,"NO"
480,"male",64,"married","rural","non-native","Erhvervsuddannelse",0,10,2,"NO"
60,"male",49,"married","rural","native","Erhvervsuddannelse",1,7,4,"NO"
660,"female",43,"married","rural","native","Kort/Mellemlang videregående",1,8,3,"NO"
NA,"male",82,"not married","urban","native","Erhvervsuddannelse",0,1,1,"NO"
360,"female",17,"not married","rural","native","Gymnasium",0,6,4,"NO"
300,"female",46,"married","rural","native","Kort/Mellemlang videregående",1,8,5,"NO"
300,"female",48,"married","urban","native","Lang videregående",1,9,4,"NO"
60,"female",50,"married","urban","native","Erhvervsuddannelse",1,10,4,"NO"
60,"male",46,"married","urban","native","Erhvervsuddannelse",1,4,3,"NO"
540,"female",35,"not married","rural","native","Kort/Mellemlang videregående",1,8,4,"NO"
600,"male",61,"married","rural","native","Lang videregående",1,8,2,"NO"
360,"male",19,"not married","rural","native","Erhvervsuddannelse",1,8,6,"NO"
120,"female",48,"not married","urban","native","Erhvervsuddannelse",1,8,5,"NO"
300,"female",17,"not married","urban","native","Gymnasium",0,9,3,"NO"
240,"female",55,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
180,"male",46,"married","urban","native","Lang videregående",1,7,4,"NO"
180,"female",63,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"NO"
600,"female",36,"not married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
720,"male",28,"not married","urban","native","Lang videregående",1,8,1,"NO"
600,"female",59,"not married","urban","native","Lang videregående",1,9,1,"NO"
30,"male",65,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
240,"female",32,"not married","rural","non-native","Kort/Mellemlang videregående",1,8,1,"NO"
NA,"female",52,"married","rural","native","Lang videregående",1,9,2,"NO"
180,"male",53,"married","rural","native","Erhvervsuddannelse",0,4,4,"NO"
120,"female",53,"married","rural","non-native","Kort/Mellemlang videregående",1,8,2,"NO"
120,"female",38,"not married","urban","native","Erhvervsuddannelse",1,7,2,"NO"
120,"male",79,"not married","urban","non-native","Kort/Mellemlang videregående",0,9,2,"NO"
660,"female",41,"not married","urban","native","Kort/Mellemlang videregående",1,9,3,"NO"
420,"male",30,"not married","rural","non-native","Kort/Mellemlang videregående",1,8,8,"NO"
NA,"male",66,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
180,"female",53,"not married","urban","native","Lang videregående",1,6,1,"NO"
360,"male",22,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
NA,"female",69,"married","urban","native","Gymnasium",0,10,2,"NO"
60,"male",70,"not married","rural","native","Gymnasium",0,8,2,"NO"
90,"male",54,"not married","rural","native","Erhvervsuddannelse",0,9,1,"NO"
540,"male",34,"not married","urban","native","Lang videregående",1,7,2,"NO"
60,"female",29,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
30,"female",59,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
60,"male",67,"not married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
180,"male",54,"not married","rural","native","Erhvervsuddannelse",1,8,5,"NO"
420,"male",18,"not married","urban","native","Gymnasium",0,8,4,"NO"
600,"female",48,"married","rural","native","Kort/Mellemlang videregående",0,9,5,"NO"
300,"female",47,"married","rural","native","Kort/Mellemlang videregående",1,8,6,"NO"
60,"male",58,"not married","urban","native","Gymnasium",1,7,3,"NO"
45,"female",50,"not married","urban","native","Lang videregående",1,8,4,"NO"
660,"male",19,"not married","rural","native","Erhvervsuddannelse",0,7,4,"NO"
60,"male",68,"married","urban","native","Erhvervsuddannelse",0,8,2,"NO"
300,"male",43,"not married","urban","native","Erhvervsuddannelse",1,7,1,"NO"
360,"male",16,"not married","rural","native","Gymnasium",0,7,4,"NO"
480,"male",39,"not married","rural","native","Lang videregående",0,8,2,"NO"
120,"female",59,"not married","urban","native","Erhvervsuddannelse",1,10,3,"NO"
240,"male",19,"not married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
180,"male",43,"not married","rural","non-native","Erhvervsuddannelse",1,7,4,"NO"
300,"female",16,"not married","urban","native","Gymnasium",1,8,5,"NO"
120,"male",67,"not married","rural","native","Lang videregående",1,9,2,"NO"
210,"male",59,"not married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
600,"male",58,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
660,"male",44,"married","rural","native","Lang videregående",1,7,4,"NO"
120,"female",62,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"NO"
360,"female",20,"not married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
NA,"male",69,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
90,"male",80,"married","rural","native","Erhvervsuddannelse",0,5,2,"NO"
NA,"female",36,"not married","urban","non-native","Erhvervsuddannelse",1,10,3,"NO"
60,"male",57,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
60,"male",55,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
NA,"male",71,"not married","urban","native","Erhvervsuddannelse",0,5,1,"NO"
480,"male",48,"married","rural","native","Erhvervsuddannelse",1,10,2,"NO"
150,"female",46,"married","rural","non-native","Kort/Mellemlang videregående",1,8,3,"NO"
60,"male",57,"married","urban","native","Kort/Mellemlang videregående",1,8,3,"NO"
120,"male",59,"married","urban","native","Lang videregående",1,7,3,"NO"
240,"female",15,"not married","urban","native","Grundskole",1,8,4,"NO"
360,"male",52,"not married","rural","native","Kort/Mellemlang videregående",1,6,1,"NO"
120,"male",41,"not married","rural","native","Erhvervsuddannelse",1,6,1,"NO"
120,"female",73,"married","urban","native","Gymnasium",0,8,2,"NO"
180,"female",23,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
420,"female",37,"not married","urban","native","Gymnasium",0,8,3,"NO"
45,"male",72,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
300,"female",57,"not married","urban","native","Erhvervsuddannelse",1,6,5,"NO"
120,"male",53,"married","rural","native","Erhvervsuddannelse",1,2,3,"NO"
120,"female",56,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
480,"female",62,"married","urban","native","Erhvervsuddannelse",1,10,2,"NO"
660,"male",29,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
150,"male",49,"married","urban","native","Kort/Mellemlang videregående",1,8,4,"NO"
600,"male",44,"married","urban","native","Lang videregående",1,9,4,"NO"
35,"female",67,"married","rural","native","Kort/Mellemlang videregående",0,10,2,"NO"
180,"male",44,"not married","urban","native","Kort/Mellemlang videregående",1,7,1,"NO"
60,"female",29,"married","rural","native","Erhvervsuddannelse",0,9,4,"NO"
600,"female",61,"not married","urban","native","Erhvervsuddannelse",1,7,1,"NO"
90,"female",80,"married","rural","native","Gymnasium",0,9,2,"NO"
180,"male",60,"not married","rural","native","Erhvervsuddannelse",1,9,1,"NO"
240,"female",76,"married","rural","native","Erhvervsuddannelse",0,8,3,"NO"
NA,"male",35,"not married","rural","native","Erhvervsuddannelse",1,6,2,"NO"
480,"male",66,"married","rural","native","Lang videregående",1,8,2,"NO"
540,"male",29,"not married","urban","native","Kort/Mellemlang videregående",0,8,3,"NO"
240,"male",54,"married","urban","native","Kort/Mellemlang videregående",1,8,4,"NO"
480,"male",41,"married","rural","native","Lang videregående",1,6,5,"NO"
540,"male",20,"not married","rural","native","Gymnasium",1,8,5,"NO"
960,"male",20,"not married","urban","native","Erhvervsuddannelse",1,6,2,"NO"
240,"male",18,"not married","urban","native","Gymnasium",0,7,3,"NO"
120,"male",56,"married","rural","native","Kort/Mellemlang videregående",1,8,3,"NO"
720,"female",37,"not married","urban","native","Lang videregående",1,9,2,"NO"
660,"male",29,"married","rural","native","Lang videregående",1,9,2,"NO"
30,"male",75,"not married","rural","non-native","Lang videregående",0,10,2,"NO"
420,"male",17,"not married","rural","native","Gymnasium",0,9,3,"NO"
120,"female",36,"married","rural","native","Erhvervsuddannelse",1,5,4,"NO"
240,"male",27,"not married","rural","native","Erhvervsuddannelse",1,8,5,"NO"
480,"female",19,"not married","urban","non-native","Gymnasium",0,8,3,"NO"
660,"female",26,"not married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
270,"female",63,"married","rural","native","Lang videregående",0,8,2,"NO"
540,"female",62,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
NA,"female",49,"not married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
600,"female",22,"not married","urban","native","Erhvervsuddannelse",1,7,3,"NO"
121,"male",75,"married","rural","native","Erhvervsuddannelse",0,9,2,"NO"
420,"male",52,"married","rural","native","Lang videregående",1,7,4,"NO"
180,"male",67,"not married","urban","native","Lang videregående",1,8,2,"NO"
60,"male",68,"married","rural","native","Lang videregående",0,8,2,"NO"
480,"female",54,"married","rural","non-native","Lang videregående",1,7,2,"NO"
120,"male",32,"not married","rural","native","Lang videregående",1,7,3,"NO"
300,"male",58,"married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
600,"female",36,"married","rural","native","Erhvervsuddannelse",1,8,5,"NO"
480,"female",61,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
600,"male",70,"married","urban","non-native","Erhvervsuddannelse",1,8,3,"NO"
90,"female",57,"married","urban","native","Erhvervsuddannelse",1,9,2,"NO"
30,"male",55,"married","rural","native","Erhvervsuddannelse",1,5,3,"NO"
120,"male",52,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
NA,"female",80,"not married","urban","non-native","Erhvervsuddannelse",0,7,1,"NO"
690,"male",39,"not married","urban","native","Erhvervsuddannelse",1,8,3,"NO"
300,"male",48,"not married","rural","native","Kort/Mellemlang videregående",1,8,5,"NO"
300,"female",58,"married","urban","native","Erhvervsuddannelse",1,9,2,"NO"
60,"female",57,"married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
300,"female",40,"married","urban","non-native","Lang videregående",1,8,4,"NO"
180,"male",63,"married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
480,"female",32,"not married","urban","native","Kort/Mellemlang videregående",1,9,2,"NO"
360,"male",29,"not married","urban","native","Lang videregående",1,8,2,"NO"
600,"male",38,"not married","urban","non-native","Kort/Mellemlang videregående",1,8,6,"NO"
120,"female",74,"married","rural","native","Lang videregående",0,8,2,"NO"
150,"male",53,"not married","rural","native","Lang videregående",1,8,4,"NO"
480,"male",66,"married","rural","native","Gymnasium",0,10,2,"NO"
180,"male",47,"married","rural","native","Erhvervsuddannelse",1,9,4,"NO"
30,"female",69,"married","rural","native","Kort/Mellemlang videregående",0,7,2,"NO"
120,"male",67,"married","rural","native","Kort/Mellemlang videregående",1,9,2,"NO"
600,"female",24,"not married","rural","native","Kort/Mellemlang videregående",1,8,2,"NO"
180,"female",20,"not married","rural","native","Erhvervsuddannelse",0,8,1,"NO"
330,"male",20,"not married","urban","native","Erhvervsuddannelse",0,9,4,"NO"
180,"male",53,"not married","rural","native","Erhvervsuddannelse",0,8,4,"NO"
720,"female",60,"not married","rural","native","Gymnasium",0,3,1,"NO"
180,"female",42,"married","rural","native","Lang videregående",1,8,4,"NO"
60,"female",76,"not married","rural","native","Gymnasium",0,7,1,"NO"
300,"female",55,"married","urban","native","Lang videregående",1,9,3,"NO"
120,"male",50,"not married","urban","native","Erhvervsuddannelse",1,5,4,"NO"
360,"male",27,"not married","urban","native","Erhvervsuddannelse",1,7,1,"NO"
180,"female",63,"not married","rural","native","Kort/Mellemlang videregående",1,9,1,"NO"
600,"male",26,"not married","rural","native","Kort/Mellemlang videregående",1,10,5,"NO"
60,"female",35,"not married","rural","native","Kort/Mellemlang videregående",1,7,5,"NO"
120,"female",70,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
180,"female",49,"married","urban","native","Lang videregående",1,10,4,"NO"
420,"female",21,"not married","rural","native","Erhvervsuddannelse",0,9,4,"NO"
180,"female",44,"married","rural","native","Kort/Mellemlang videregående",1,9,5,"NO"
420,"male",22,"not married","rural","native","Erhvervsuddannelse",1,6,3,"NO"
600,"male",39,"married","urban","native","Lang videregående",1,7,4,"NO"
720,"male",36,"married","urban","native","Lang videregående",0,3,4,"NO"
300,"male",25,"not married","rural","native","Erhvervsuddannelse",1,8,1,"NO"
120,"male",39,"married","rural","native","Erhvervsuddannelse",1,8,5,"NO"
660,"male",30,"not married","urban","native","Lang videregående",1,6,1,"NO"
30,"male",61,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
600,"male",46,"married","urban","native","Lang videregående",1,8,5,"NO"
300,"female",36,"married","urban","non-native","Kort/Mellemlang videregående",1,7,4,"NO"
660,"female",50,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
150,"female",58,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
420,"male",26,"not married","rural","native","Erhvervsuddannelse",0,2,3,"NO"
90,"male",61,"not married","rural","native","Erhvervsuddannelse",1,8,2,"NO"
480,"male",63,"married","rural","native","Erhvervsuddannelse",1,7,2,"NO"
120,"female",56,"married","rural","native","Kort/Mellemlang videregående",1,8,3,"NO"
480,"female",64,"not married","urban","non-native","Lang videregående",1,8,1,"NO"
180,"female",68,"not married","rural","native","Erhvervsuddannelse",0,9,1,"NO"
90,"male",42,"not married","rural","native","Gymnasium",1,8,1,"NO"
120,"male",86,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
150,"male",57,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
180,"male",45,"married","rural","native","Erhvervsuddannelse",1,8,5,"NO"
180,"male",55,"married","urban","native","Kort/Mellemlang videregående",1,10,2,"NO"
450,"male",58,"married","urban","native","Erhvervsuddannelse",1,9,2,"NO"
120,"male",28,"married","rural","native","Kort/Mellemlang videregående",0,9,2,"NO"
480,"male",55,"married","urban","native","Lang videregående",1,6,3,"NO"
360,"female",15,"not married","urban","non-native","Grundskole",0,9,5,"NO"
180,"female",38,"married","urban","native","Lang videregående",1,9,4,"NO"
240,"male",41,"not married","rural","non-native","Kort/Mellemlang videregående",1,8,6,"NO"
420,"male",42,"not married","urban","native","Lang videregående",1,8,3,"NO"
NA,"male",75,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
210,"male",56,"married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
480,"male",41,"not married","rural","native","Erhvervsuddannelse",1,7,3,"NO"
210,"male",68,"married","urban","native","Erhvervsuddannelse",1,8,2,"NO"
180,"female",52,"married","rural","non-native","Erhvervsuddannelse",1,8,2,"NO"
360,"male",22,"not married","rural","native","Erhvervsuddannelse",1,6,3,"NO"
360,"female",22,"not married","urban","native","Erhvervsuddannelse",0,3,1,"NO"
60,"male",52,"married","rural","native","Kort/Mellemlang videregående",1,7,2,"NO"
60,"male",70,"married","rural","native","Kort/Mellemlang videregående",0,6,2,"NO"
60,"female",59,"married","urban","native","Kort/Mellemlang videregående",1,8,2,"NO"
240,"male",16,"not married","rural","native","Gymnasium",0,8,3,"NO"
120,"male",38,"not married","rural","native","Erhvervsuddannelse",1,8,1,"NO"
360,"female",21,"not married","urban","non-native","Erhvervsuddannelse",0,7,1,"NO"
180,"female",55,"married","urban","native","Kort/Mellemlang videregående",1,9,4,"NO"
540,"female",57,"not married","rural","native","Kort/Mellemlang videregående",1,6,1,"NO"
600,"male",35,"not married","rural","native","Erhvervsuddannelse",1,8,4,"NO"
150,"male",23,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
180,"male",57,"not married","rural","native","Erhvervsuddannelse",1,8,3,"NO"
480,"female",29,"not married","urban","non-native","Erhvervsuddannelse",1,10,2,"NO"
120,"male",70,"married","rural","native","Erhvervsuddannelse",0,8,2,"NO"
300,"male",59,"married","rural","native","Lang videregående",1,9,2,"NO"
120,"male",39,"not married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
180,"male",71,"married","rural","native","Lang videregående",0,9,2,"NO"
120,"male",70,"married","urban","native","Lang videregående",0,7,3,"NO"
120,"female",56,"not married","rural","native","Kort/Mellemlang videregående",1,8,3,"NO"
360,"female",26,"not married","rural","native","Erhvervsuddannelse",0,10,5,"NO"
120,"male",34,"not married","rural","native","Erhvervsuddannelse",1,5,2,"NO"
360,"male",34,"not married","urban","native","Lang videregående",1,9,1,"NO"
210,"female",47,"not married","urban","native","Kort/Mellemlang videregående",1,10,4,"NO"
180,"male",51,"married","rural","native","Erhvervsuddannelse",1,10,3,"NO"
600,"male",64,"married","rural","native","Erhvervsuddannelse",1,9,2,"NO"
30,"male",76,"married","rural","native","Kort/Mellemlang videregående",0,8,2,"NO"
540,"male",50,"married","rural","native","Lang videregående",1,7,3,"NO"
300,"male",29,"not married","rural","native","Erhvervsuddannelse",1,10,3,"NO"
NA,"female",60,"not married","rural","native","Erhvervsuddannelse",1,7,1,"NO"
181,"male",24,"not married","rural","native","Erhvervsuddannelse",1,5,4,"NO"
240,"female",65,"married","urban","native","Kort/Mellemlang videregående",0,6,2,"NO"
NA,"male",68,"not married","rural","native","Kort/Mellemlang videregående",0,6,1,"NO"
30,"female",66,"married","urban","native","Erhvervsuddannelse",1,9,2,"NO"
